id,text
312020060,"Bit of a haughty sort. Strange fella, when I knew him."
312020070,"And funny thing, his swords were all blunt as stone."
312020080,But not one of them decayed when faced with the scarlet rot...
312030000,"Champions, welcome!"
312030010,The stars have aligned! The festival is nigh!
312030020,"General Radahn, mightiest demigod of the Shattering, awaits you!"
312030030,"Champions, prepare for battle! Defeat the General, claim glory, and grab that Great Rune!"
312030040,A celebration of war! The Radahn Festival!
312031000,"Are you good and prepared, young chum?"
312031010,The festival begins!
312034000,"But now, we must make merry."
312034010,"O gathering of champions, the revels begin!"
312034020,The celebration of war! The Radahn Festival!
312035000,"You will find the field of battle past the church ahead, upon the shore under the fort."
312035010,"General Radahn is there, even now."
312035020,"Divested of his wits, devouring corpses…"
312035030,And howling at the sky...
312036000,I see...
312036010,"When you are ready, come to me again."
312040000,"At last, the war festival has ended."
312040010,"Brave champion, you have our gratitude."
312040020,The celebration was spectacular. General Radahn is surely pleased.
312040030,"Festering with rot, and crippled by madness, all he wanted was an honourable death."
312041000,"Finally, my work is done."
312041010,I am no longer bound to this fortress.
312041020,I have a task in mind.
312041030,Old business you could say. You wouldn't understand.
312041040,"May we meet again, if the fates deign it. Brave champion."
312042000,It's time I went on my way.
312042010,"May we meet again, if the fates deign it. Brave champion."
312050000,"Ah, well met."
312050010,I hardly expected to see the champion of the festival here of all places.
312050020,"You didn't...know Sellen, did you?"
312050030,"Well, whatever the case, she's dead now."
312050040,Just put it behind you.
312050050,She was known as the Graven Witch.
312050060,"Obsessed by the primeval current, countless sorcerers fell to her hand."
312050070,The most dangerous mage in the entire history of Raya Lucaria's Academy.
312051000,"Oh, a Tarnished, are you?"
312051010,"You didn't...know Sellen, did you?"
312052000,"It is strange, though..."
312052010,"The woman, she was like a husk, her soul already fled."
312052020,"I suspect Sellen lives on, elsewhere."
312052030,"I'm sure she'll turn up eventually, in another body."
312052040,"A sickening thought, but one that won't stop gnawing at me."
312053000,"I suspect Sellen lives on, elsewhere."
312053010,"I'm sure she'll turn up eventually, in another body."
312053020,"A sickening thought, but one that won't stop gnawing at me."
312060000,"My thanks, for the aid given."
312060010,I heard from Iji that Lady Ranni might have found herself a champion.
312060020,But I didn't know he was talking about you.
312060030,You've helped me fulfil an old promise.
312060040,"This is the least I can do for you. Please, take it."
312061000,"My thanks, for the aid given."
312061010,Always a pleasure to witness the festival champ put on a display.
312061020,You've helped me fulfil an old promise.
312061030,"This is the least I can do for you. Please, take it."
312062000,"My thanks, Tarnished, for the aid given."
312062010,You've helped me fulfil an old promise.
312062020,"This is the least I can do for you. Please, take it."
312063000,"Well, I must be leaving now."
312063010,"Brave warrior, if the fates deign it..."
312063020,"No, we shall indeed meet again, at the next glorious tourney."
312064000,"Well, I must be leaving now."
312064010,"If the fates deign it, may we meet again, Tarnished."
312800000,Ugh!
312800010,What's the matter with you?
312800020,You trying to get revenge?
312801000,Very well.
312801010,"If the Graven Witch put you under her spell, you must be eliminated..."
312801020,Before you can pose a threat to Caria.
312802000,Rest now. Alongside the witch's corpse.
312803000,You...are a menace...
312803010,Iji...beware...
312804000,"Sellen, Graven Witch, enemy of Caria."
312804010,I vow this time to crush both your frame and your primal glintstone.
312804020,"I am Jerren, bringer of your death. Do not forget."
312805000,You must be eliminated...
312900000,
312900010,
312900020,
313001000,Hello... Hello...
313001010,Please... Over here...
313002000,Hello... Hello...
313002010,Right over here...
313003000,Hello.
313003010,"It's rather chilly here, isn't it?"
313003020,My mistress sent me off on an errand...
313003030,"But I was accosted by a ruffian, and now I'm in a bind."
313003040,"Could I ask you lend a hand, perhaps?"
313003050,That thug made off with a precious necklace. I need someone to retrieve it.
313003060,I would be sure to provide ample reward.
313003070,"Only... He, too, is Tarnished."
313003080,"If you've any qualms confronting your own, I shall find another..."
313004000,"Ohh, thank you dearly."
313004010,What a blessing that we've met like this.
313004020,The thug should be resting at an abandoned home down the way...
313004030,"Please, I must have the necklace back."
313005000,"Yes, I see. Most unfortunate, but I'll have to make do."
313005010,I know that some Tarnished balk at the thought of harming their own.
313005020,"But if you should change your mind, do not hesitate to speak to me again."
313006000,Have you had a change of heart?
313007000,The thug should be resting at an abandoned home down the way...
313007010,"Please, I must have the necklace back."
313010000,"Oh, yes, that is my missing necklace."
313010010,Thank you kindly. I am in your debt.
313010020,Did I forget to announce myself?
313010030,"I am Rya, in the service of Lady Tanith of the Volcano Manor."
313010040,I seek stalwart Tarnished who might join our house.
313010050,"You are very brave yourself. Not only a steady hand,"
313010060,"but a steady heart, merciless, even to your own kind."
313010070,Such strength is precisely what my mistress seeks.
313010080,"Please, take this."
313010090,"Brave Tarnished, seek the Altus Plateau, the realm of the Erdtree."
313010100,"Most Tarnished are doomed to wander the outskirts of the Lands Between, peering wistfully at the towering Erdtree..."
313010110,"But you are no ordinary Tarnished. And once that is proven,"
313010120,"the Volcano Manor will fully extend its invitation. To fight, amongst a family of champions."
313011000,"Ohh, and... One more thing, only for you..."
313011010,"This land of Liurnia is connected to the Altus Plateau by the Grand Lift of Dectus, beyond the High Road."
313011020,"But the lift has been defunct for an age, meaning there's no simple means of passage."
313011030,"Instead, you must seek the old ruins in the cliff."
313011040,"At the base of the valley near the Grand Lift, there's an old tunnel."
313011050,"It was excavated from both ends, linking Liurnia to the Altus Plateau."
313011060,"I have faith in you. A champion, through and through."
313011070,I do hope that we can meet again.
313012000,I've been waiting for you.
313012010,I knew you had the stuff of champions.
313012020,I hereby invite you to the Volcano Manor.
313012030,"Take my hand, and have audience with my mistress."
313012040,I will pray. That you follow the same path as Lady Tanith.
313013000,I will pray. That you will follow the same path as Lady Tanith.
313014000,Very well.
313014010,Speak to me again once you are ready.
313014020,You will find me here.
313015000,"Are you ready, then?"
313015010,I hereby invite you to the Volcano Manor.
313015020,"Take my hand, and have audience with my mistress."
313015030,I will pray. That you will follow the same path as Lady Tanith.
313016000,Give me your hand.
313016010,I will pray. That you follow the same path as Lady Tanith.
313020000,Hello... Hello...
313020010,Right over here...
313020020,But I hardly hold him in high regard.
313020030,He seems to bear animosity toward the Volcano Manor.
313020040,"Perhaps it is to be expected, only..."
313020050,"his intent, while vicious, is also tenuous, as if his heart is not in it."
313020060,"Doesn't really seem like champion material, to me..."
313021000,"Brave Tarnished, what is your business here?"
313021010,I'm afraid this is not a guest room.
313021020,What's that peculiar look upon your face?
313021030,<gasp>
313021040,"Goodness, am I still a serpent?"
313021050,"Oh, how dreadful..."
313021060,How dreadful indeed...
313021070,Forgive my distress.
313021080,"I ought to be thanking you for treating me as usual, despite this appearance."
313021090,Brave Tarnished.
313021100,This is my true form. My real name is Zorayas.
313021110,Please forgive the deception.
313021120,Do understand. This duplicity is my own doing.
313021130,"Lady Tanith speaks no falsehoods, and the Volcano Manor is just as it seems."
313022000,Lady Tanith is my mother.
313022010,I am told I was born by the grace of a glorious king.
313022020,That my mother cherishes this form I inhabit.
313022030,I am proud of what I am.
313022040,"But people are cruel. If they saw my true form, they wouldn't speak to me."
313022050,And so I assume a guise when seeking new recruits.
313022060,But you are not like the rest.
313023000,"My serpentine form, and the name Zorayas,"
313023010,were secrets known only to Lady Tanith and I.
313023020,"Now I share the secrets with you, as well."
313023030,Please keep them safe from anyone else.
313024000,Seek the old ruins in the cliff.
313024010,"At the base of the valley near the Grand Lift, there's an old tunnel."
313024020,"It was excavated from both ends, linking Liurnia to the Altus Plateau."
313024030,"I have faith in you. A champion, through and through."
313024040,I do hope that we can meet again.
313030000,Hello again. Brave Tarnished.
313030010,"As a scout, I am pleased to see you again here at the Volcano Manor."
313030020,"Under Lady Tanith's guidance, may you tread the path of valour."
313031000,Have you ever...
313031010,heard any strange sounds here at the manor?
313031020,"Something beyond the walls, like breathing, or slithering scales..."
313031030,"Oh fie, what am I saying?"
313031040,It just isn't possible. I must be tired.
313032000,"Um, oh, it's you."
313032010,Forgive me. My mind never ceases to churn of late.
313032020,"Hmm, well..."
313032030,I know I can trust you...
313032040,"I saw something, slithering in the pitch black of night."
313032050,"It entered the room across the hall, and never came out."
313032060,"If I'm not mistaken,"
313032070,"it took the form of a serpent, just like me..."
313032080,"Does the Volcano Manor hide some secret,"
313032090,that Lady Tanith has kept from me?
313032100,"I realise that I shouldn't impose but,"
313032110,"if you discover anything, would you please share?"
313032120,"It entered the room next to this one, and never came out."
313033000,The serpent that lurked in the shadows that night...
313033010,"It entered the room across the hall, and never came out."
313033020,Perhaps the manor yet holds some secrets.
313033030,"If you discover anything, would you please share?"
313033040,"It entered the room next to this one, and never came out."
313034000,Really...
313034010,"Oh, so there was a secret after all..."
313034020,Oh my...
313034030,"Lady Tanith, my own mother, has deceived me..."
313034040,Was I not...
313034050,born by the grace of a king?
313035000,Hello again. Brave Tarnished.
313035010,"It is a shame that I did not beckon you here with my own hand,"
313035020,"but I am pleased that we meet again, here at the Volcano Manor."
313035030,"Under Lady Tanith's guidance, may you tread the path of valour."
313036000,Hello again. Brave Tarnished.
313036010,Do you remember me? I am Rya. We spoke once in Liurnia.
313036020,"I am pleased that we meet again, here at the Volcano Manor."
313036030,"Under Lady Tanith's guidance, may you tread the path of valour."
313037000,A pleasure to meet you. Brave Tarnished.
313037010,"I am Rya, the scout. Very pleased to welcome you to the Volcano Manor."
313037020,"Under Lady Tanith's guidance, may you tread the path of valour."
313038000,Brave Tarnished.
313038010,"Under Lady Tanith's guidance, may you tread the path of valour."
313039000,Sometimes I hear strange sounds beyond the walls.
313039010,"Like breathing, or slithering scales."
313039020,"Oh, perhaps I'm just feeling tired."
313040000,"Hmm, what is this?"
313040010,"I remember this scent, distinctly."
313040020,...
313040030,"Funny, isn't it."
313040040,I am certain of it. I was born inside this.
313040050,It's a part of my birth mother.
313040060,You have my gratitude.
313040070,"Thanks to you, I am no longer afraid."
313040080,"I want to know. How I was born, and met Lady Tanith."
313040090,"One day, I hope to call her mother once again, this time from the bottom of my heart."
313041000,"Lady Tanith, my own mother, has deceived me..."
313041010,Was I not...
313041020,born by the grace of a king?
313042000,"I want to know. How I was born, and met Lady Tanith."
313042010,"One day, I hope to call her mother once again, this time from the bottom of my heart."
313050000,"Oh, it's you..."
313050010,I'm afraid... there is something I must tell you.
313050020,"I was an unwanted child. Born not of grace, but of a hideous ritual."
313050030,"Something that can never be accepted, not by men, nor serpents."
313050040,Even Lady Tanith shouldn't accept me.
313050050,"You are very brave yourself. Not only a steady hand,"
313050060,"but a steady heart, merciless, even to your own kind."
313050070,I know that you have done so much for me.
313050080,But I wish to ask one last kindness.
313050090,"Kill me, please."
313050100,I thought that I feared nothing. But this...
313050110,Free me from this accursed frame.
313051000,Agh...
313051010,Thank you... My champion...
313051020,Mother...
313052000,"I'm to drink this, then?"
313052010,"Yes, of course. You always were very kind."
313052020,...
313052030,Ahh... How delightfully sweet...
313052040,And yet...
313060000,I know that you have done so much for me.
313060010,But I wish to ask one last kindness.
313060020,"Kill me, please."
313060030,I thought that I feared nothing. But this...
313060040,Free me from this accursed frame.
313061000,"You're not willing to kill me, are you."
313061010,Hah...
313061020,You've always been so kind. And uncompromising.
313062000,I suppose I knew in my heart of hearts.
313062010,"How kind, and uncompromising, you always were."
313070000,...
313071000,"Oh, it's you."
313071010,"Heaven knows what happened here,"
313071020,"but Lady Tanith, and all the Tarnished champions, are gone."
313071030,It feels rather quiet without them.
313071040,"But with you here, things will be just fine."
313072000,I await Lady Tanith.
313072010,"I am her daughter, born by the grace of a great king."
313072020,"I do not wish to burden her, or cause concern."
313072030,Brave Tarnished. Do tread the path of valour.
313072040,I'm certain that this is what Lady Tanith wishes.
313800000,"Please, stop, Brave Tarnished."
313800010,You will only tire by striking this barrier.
313801000,"Besides, I am no foe of yours."
313801010,"Please, think this over."
313802000,I see that you have reconsidered.
313802010,Thank goodness.
313900000,
313900100,
314001000,"Ah, hello. You must be new here."
314001010,I'm...
314001020,"Well, just call me Diallos."
314001030,The honor of one's house holds little import in these lands.
314001040,"By the way, have you met a young woman named Lanya on your travels?"
314001050,"She's my servant, but fickle as the wind."
314001060,Take your eyes off her for but a moment and she's good as gone.
314001070,"If you find her, please be sure to tell me."
314002000,Be sure to tell me if you meet a young woman named Lanya.
314002010,She's a servant to my house.
314002020,She's been my companion since childhood.
314002030,I've lost count of the number of times I've had to find her like this.
314002040,"Honestly, she's such a little tomboy."
314010000,Lanya... Lanya...
314010010,"It's me, Diallos. Answer me, would you?"
314011000,"Hello, friend. Tell me if you know, would you."
314011010,"The whereabouts of the hidden house of those despicable fiends.
The recusants who hunt their fellow Tarnished."
314011020,"They laid hands upon my servant Lanya,
and I refuse to let the insult stand."
314011030,"""The tale of House Hoslow is told in blood."""
314011040,"I, Diallos, swear to deliver the message."
314012000,"Ah, you again, is it?"
314012010,The recusants sent a lackey.
314012020,"Can you believe they invited me to join them?
Now! After what they did..."
314012030,I can scarcely believe it myself. Do they think me a fool?
314012040,You might be surprised to learn I took them up on the offer.
314012050,Then I only had to ask. The location of the recusant hideout.
314012060,"It's on Mt. Gelmir, found off the old road that leads west
from the town of windmills."
314012070,That's where they hide. The manor on the peak.
314012080,"Just you wait, wretched recusants."
314012090,You'll rue the day you insulted my name by laying hands on Lanya.
314012100,"""The tale of House Hoslow is told in blood"" after all."
314013000,Who on earth are you?
314013010,"Hmph, never mind. But tell me if you know, would you."
314013020,"The whereabouts of the hidden house of those despicable fiends.
The recusants who hunt their fellow Tarnished."
314013030,"They laid hands upon my servant Lanya,
and I refuse to let the insult stand."
314013040,"""The tale of House Hoslow is told in blood."""
314013050,"I, Diallos, swear to deliver the message."
314014000,"They laid hands upon my servant Lanya,
and I refuse to let the insult stand."
314014010,"""The tale of House Hoslow is told in blood."""
314014020,"I, Diallos, swear to deliver the message."
314015000,"It's on Mt. Gelmir, found off the old road that leads west
from the town of windmills."
314015010,That's where they hide. The manor on the peak.
314015020,"Just you wait, wretched recusants."
314015030,"""The tale of House Hoslow is told in blood"" after all."
314020000,"Ah. Oh... I-it's you, is it?"
314020010,Well. Nice to see you again.
314020020,"So you've been invited as well, I see."
314020030,"Then we're comrades in arms, henceforth.
You watch my back, and I'll watch yours, yes?"
314021000,"I, um, I can tell... You're wondering about Lanya..."
314021010,"Well, you see, I..."
314021020,"After much internal debate, I've come to realise..."
314021030,Revenge is not the answer.
314021040,According to Lady Tanith...
314021050,I've got the stuff of champions.
314021060,"And champions, ironic as it is, are oft forced to walk a tainted path."
314021070,It hit me like a bolt from the blue...
314021080,That my former thoughts were simple naiveté.
314021090,"Of course, my heart weeps for Lanya."
314021100,That unfortunate incident was a cruel twist of fate indeed.
314021110,"But succumbing to the pain and sadness caused won't
make me a champion, will it."
314021120,"Lanya knows this, I'm certain. Fate has laid hard roads for us both."
314021130,But such is true of any road trod by champions.
314022000,I always resented these hands.
314022010,"Their pale complexion, a far cry from any warrior's. The shame of House Hoslow."
314022020,But that won't be the case for long.
314022030,"They'll be darkened by grit, once I've set out on the path of champions."
314022040,"""The tale of House Hoslow is told in blood"" after all."
314030000,"Ah, it's you, is it."
314030010,"I'm terribly sorry, but would you mind giving me some time to myself?"
314030020,I haven't achieved anything at all thus far.
314030030,Even though I've dirtied my hands time and time again.
314030040,I'm still yet to achieve anything.
314030050,Perhaps I am a fool after all...
314030060,"No. It's worse than that. As things stand I've given up on the
path of revenge and sullied the name of my house."
314030070,What an easy mark I must have been...
314030080,"How did it take me so long to realise, honestly..."
314030090,"There's just no end to my foolishness, is there..."
314031000,It's just as my noble brother says.
314031010,"I'm a complete fool. I can't believe I thought I could become
a champion."
314032000,Perhaps I am a fool after all...
314032010,"No. It's worse than that. As things stand I've given up on the
path of revenge and sullied the name of my house."
314032020,What an easy mark I must have been...
314040000,Well. Aren't you full of beans.
314040010,No wonder you're covered in muck.
314041000,"Oh? My friend, it's been far too long."
314041010,I have to say you caught me at a rather low point.
314041020,"But...as you see, I've put all that behind me."
314041030,"Left the Volcano Manor. Forging my own path now.
Making my own choices."
314041040,Even a fool like me can look after some simple jars.
314041050,"Do you pity me? Well don't. I feel like for the first time
in my life I'm on the straight and narrow."
314042000,"A fool I may be, but I can look after some simple jars."
314042010,"Do you pity me? Well don't. I feel like for the first time
in my life I'm on the straight and narrow."
314051000,"...Ah, you..."
314051010,Are the jars...they alright?
314051020,Did I defend them?
314052000,Then all is well...
314052010,"This fool proved his worth, in the end..."
314053000,Ha...ha ha...
314053010,I see... I see...
314053020,I've been a fool...to the last...
314800000,Agh!
314800010,What on earth was that for!
314801000,Now I see. You're a wretched recusant!
314801010,May you rue the day that you thought to trample me!
314801020,The tale of House Hoslow is told in blood!
314801030,In blood!
314802000,"Lanya, your honour has been restored."
314802010,"As a charge of House Hoslow, you can rest easy."
314803000,Ha ha...ha...
314803010,I am the shame of House Hoslow after all...
314810000,Ugh!
314810010,"What's the matter? Please, stop!"
314810020,I've no quarrel with the Volcano Manor.
314810030,"I will never brandish a sword again, I swear!"
314811000,Why on earth...?
314811010,"Wait, you're a poacher, aren't you?"
314811020,I'll turn my back on duty no more.
314811030,The tale of House Hoslow is told in blood!
314811040,In blood!
314812000,"Unharmed, thank the stars."
314813000,"Ahh, just what I deserve..."
314813010,For absconding from my duties...
314813020,"I'm sorry, my dear jars..."
314900000,
314900010,
314900020,
314910000,
314910010,
314910020,
316001000,"Tarnished, are we? A wonder you should turn up here."
316001010,"I am Sellen, a sorcerer, quite plainly."
316001020,Why are you here?
316002000,"Ahh, a yen for glintstone sorceries?"
316002010,"Well, your aptitude does appear...passable."
316002020,But one must choose one's masters wisely.
316002030,"I was exiled from the Academy of Raya Lucaria,"
316002040,"as a reviled, apostate witch."
316002050,Do you still wish to learn from me?
316003000,"Well, you are a piece of work."
316003010,Very well. You are now my protégé in glintstone sorcery.
316003020,But I refuse to coddle. Or cast kind words. Never.
316003030,"Anticipate grievances, young apprentice."
316004000,Really.
316004010,It's not every day I meet a Tarnished just milling about.
316005000,What is it now? Why are you here again?
316006000,...
316006010,"You are quite the enigma, aren't you..."
316007000,I dare say your proclivities are far from ideal...
316007010,"Oh well, perhaps nurture will defy nature, with a bit of luck."
316008000,"Yes, I think that would be wise."
316008010,We must choose our masters wisely.
316009000,Well? Have you made up your mind?
316010000,Young apprentice. First things first.
316010010,You are a tadpole when it comes to magic. Infantile. Without the legs to walk.
316010020,"So, to become a sorcerer, first, you must face your ignorance."
316010030,"Now, shall we start learning?"
316011000,"There you are, my apprentice."
316011010,Shall we commence the lesson?
316012000,You wish to continue the lesson?
316012010,"Very well, I have time aplenty."
316020000,Our art draws upon the powers embedded in glintstone.
316020010,But what is the nature of such power?
316020020,Glintstone is the amber of the cosmos.
316020030,"Golden amber contains the remnants of ancient life, and houses its vitality,"
316020040,"while glintstone contains residual life, and thus the vitality of the stars."
316020050,"It should not be forgotten,"
316020060,"that glintstone sorcery is the study of the stars, and the life therein."
316020070,"A fact lost on most sorcerers, these days..."
316021000,Your appetite for learning is impressive.
316021010,You make me proud. To have grown little legs so readily.
316021020,You must have a fabulous teacher.
316030000,Hmm? What's on your mind?
316031000,"Well, well..."
316031010,Seluvis is not a name I ever wanted to hear again...
316031020,"But, fine. If it will help you, my apprentice, I offer my knowledge."
316031030,"The stars alter the fate of the Carian royal family. And the fate of your mistress, Ranni."
316031040,"But long ago, General Radahn challenged the swirling constellations, and in a crushing victory, arrested their cycles."
316031050,"Now, he is the force that repulses the stars."
316031060,"If General Radahn were to die, the stars would resume their movement."
316031070,"And so, too, would Ranni's destiny."
316040000,"My apprentice, what happened to your nail?"
316040010,"Perhaps you have a different view, but..."
316040020,"That foul thing is eyeing you from afar, plotting to enlist you as a pawn."
316040030,May I remove it for you?
316041000,A wise choice. Let me neutralize it.
316041010,But first...
316041020,"Listen up, wretched curse-peddler."
316041030,This is a vile craft in which you engage.
316041040,Let it be known.
316041050,"This is the beloved apprentice of Sellen, Graven Witch."
316041060,I set a curse upon you and your meddling hand.
316041070,Your death will not be a pleasant one.
316041080,May you shudder between breaths in your sleep...
316042000,"If you prefer not, that is your prerogative."
316042010,But let it be known.
316042020,"That foul thing is eyeing you from afar, plotting to enlist you as a pawn."
316042030,"If what I have told you one day rings true,"
316042040,"by all means, come to me again."
316050000,"What's this sorcery, my apprentice?"
316050010,"Ah, then you have seen Master Azur."
316050020,"Master Azur was a founding glintstone sorcerer, and my first teacher."
316050030,"A stern judge of men, but he must see something in you."
316050040,You make us both proud.
316050050,"We can speak more later, my apprentice."
316060000,"If you recall, I was exiled from the Academy of Raya Lucaria."
316060010,It was for attempting to restore the primeval current of glintstone sorcery.
316060020,The toothless pedantry peddled by the Carian royal family can rot for all I care.
316060030,"I want glintstone sorceries that open our minds, unbound by terrestrial taboos."
316060040,No matter what we give in return.
316060050,My apprentice. I presume nothing.
316060060,Teacher and student are not bound to tread the same path.
316060070,"But hear me out, my apprentice."
316060080,I need your help to restore the primeval current of glintstone sorcery.
316060090,Perhaps this is a journey we could take together?
316061000,Splendid. I thank you.
316061010,This pleases me. It's been far too long since I found a fellow kindred spirit.
316061020,You must have a fabulous teacher.
316062000,"Forgive me, it was an outlandish idea to begin with."
316062010,"And I fear quite presumptuous of me, as well."
316062020,"Don't give it another thought, my apprentice."
316063000,Really? My apprentice.
316063010,You must have given this quite some thought.
316063020,Splendid. I thank you. This pleases me.
316063030,It's been far too long since I found a fellow kindred spirit.
316064000,"There you are, my apprentice."
316064010,Shall we commence the lesson?
316065000,You wish to resume the lesson?
316065010,"Indeed, that would be the wiser option."
316070000,"I need your help, my apprentice."
316070010,Master Lusat is another founding glintstone sorcerer.
316070020,"And like Master Azur, he was banished from the academy. Now he languishes, imprisoned somewhere."
316070030,"My apprentice, can you find Master Lusat?"
316070040,"With this glintstone key, you should be able to cross the boundary that encloses him."
316071000,I need him to restore the primeval current of glintstone sorcery.
316071010,"He's nigh a child of the stars, such is his body now..."
316072000,"After his expulsion from the academy, I heard that Master Lusat returned to his home."
316072010,"A place called Sellia, in the eastern Caelid Wilds."
316072020,"Thinking about it, I obtained the glintstone key I gave you from a Sellian sorcerer."
316072030,It wouldn't be too much of a leap to suppose he's still cooped up nearby...
316080000,Who could've guessed. What a place to find Master Lusat...
316080010,You have my gratitude. This is all your work.
316080020,"I am truly pleased to have you as an apprentice, and a kindred spirit."
316080030,"This is a mere token of my thanks. Please, take it."
316080040,This brings us a full step closer.
316080050,The bodies of Masters Azur and Lusat can be admitted to the Academy.
316080060,If only I could undo these wretched shackles...
316081000,This brings us a full step closer.
316081010,The bodies of Masters Azur and Lusat can be admitted to the academy.
316081020,If only I could undo these wretched shackles...
316090000,My apprentice. Give me a moment later.
316090010,I have a favour to ask.
316090020,The form you see before you is merely a projection.
316090030,My body lies elsewhere. But the academy's shackles prevent it being moved.
316090040,"My body is on the Weeping Peninsula, at the southern tip of the Lands Between,"
316090050,"imprisoned in the ruins just down from the Church of Marika, past the plain of the Wandering Mausoleum."
316090060,Can you make the journey to my body?
316090070,I have something that I can only trust with you.
316092000,"My body is on the Weeping Peninsula, at the southern tip of the Lands Between,"
316092010,"imprisoned in the ruins just down from the Church of Marika, past the plain of the Wandering Mausoleum."
316092020,Can you make the journey to my body?
316092030,I have something that I can only trust with you.
316100000,"My apprentice, thank you for coming."
316100010,These shackles take a toll on us all.
316100020,There is something I need you to look after.
316100030,My primal glintstone.
316101000,"A star has fallen, and my fortunes waver."
316101010,"Someone may come for my life. And so, I entrust it with you."
316101020,My self.
316102000,<groaning in pain>
316102010,
316103000,<panting>
316103010,
316103020,Thank you...my apprentice...
316103030,"This...is my essence. Please, treat it with care."
316104000,<shivering moans>
316104010,
316104020,
316104030,"It will do no good, I swear it..."
316104040,"...and yet you persist, you frothing degenerates..."
316104050,A...argh!
316104060,<shivering moans>
316105000,"Treat it with care, my apprentice..."
316105010,What you hold is my very being...
316110000,"My apprentice, just how long has it been?"
316110010,"Thank you. You've helped me fill a new body, once again."
316110020,"And it's truly a gem. Young and full of vigor, a snug fit for my Primal Glintstone."
316110030,"Better still, I've shed those awful shackles."
316110040,"Finally, I can return to the academy."
316110050,"To expel the Carian royal family, and restore the primeval current."
316110060,"My dear apprentice, I owe this all to you."
316111000,"Finally, I can return to the academy."
316111010,"To expel the Carian royal family, and restore the primeval current."
316112000,"My apprentice, shall we commence the lesson?"
316112010,"As thanks for procuring this new form, I'll be holding you to a higher standard."
316113000,You wish to resume the lesson?
316113010,"Have I not been strict enough, I wonder?"
316120000,"Ahh, my apprentice."
316120010,You've saved my skin once again.
316120020,Do you see this? The Queen of Caria is no more.
316120030,"With the bodies of Masters Azur and Lusat returned, the academy can hone the primeval current."
316120040,"So that we, fallen children of the stars, shall beam with brilliance once again."
316120050,"My apprentice. Will you stay with us, here at the academy?"
316120060,"Oh, I know it's not possible."
316120070,You have your own calling. To be the next Elden Lord.
316120080,But do think of me.
316120090,Of your teacher. On the eve of your crowning.
316120100,You will always be my darling pupil.
316120110,Rest assured that I...
316120120,"No, the entire academy, will swear allegiance to the new monarch."
316120130,My apprentice. Become Elden Lord.
316121000,"Hmm, perhaps I'm jumping ahead,"
316121010,"but here is a symbol of my allegiance, and the academy's."
316122000,Do you recall what once I told you?
316122010,"That glintstone is the amber of the cosmos, and sorcery is the study of the stars, and the life therein."
316122020,"When you become Elden Lord, please illuminate me."
316122030,Lay bare the secrets of life which course the Elden Ring.
316122040,"Next time, I will be your student."
316123000,"Oh, one last thing."
316123010,"If you fail to claim your throne,"
316123020,you can always pay me a visit.
316123030,"Oh, don't fret. Even my dullest pupils will always have a place here."
316123040,
316125000,What is it? My apprentice.
316126000,"Ahh, I am glad to see you. My apprentice."
316126010,Would you like a lesson? I'm always glad to further your education.
316127000,It warms my heart. That you still think of me.
316127010,"Yet I still yearn, for you to find Master Lusat."
316127020,"His body is needed. At the academy, to hone the primeval current..."
316128000,Who could've guessed. What a place to find Master Lusat...
316128010,"Oh, this is wonderful news. Now, his body will be brought home."
316128020,"And when the bodies of Masters Azur and Lusat are together, the academy can hone the primeval current."
316128030,"So that we, fallen children of the stars, will beam once again."
316128040,I am most grateful. There are no others who would have done this.
316128050,"What a joy to have you as an apprentice, and kindred spirit."
316128060,"This is a mere token of my thanks. Please, take it."
316129000,You wish to resume the lesson?
316129010,"Good. Indeed, it is better to finish what one starts, is it not?"
316129030,"With the body of Master Azur returned, the academy can restore the primeval current."
316129040,"So that we, fallen children of the stars, might beam with brilliance once again."
316130000,"Jerren, bringer of my death."
316130010,You have my gratitude. For freeing me from my shackles.
316130020,But I am afraid your work is done.
316130030,Join the school. To reflect on your mistake.
316140000,U...urgh
316140010,M-my...apprentice...
316140020,I-I'm...
316141000,My...apprentice...
316150000,"Oh, is that a scroll? Takes me back to my academy days."
316150010,Very well. This is sorcery with which I'm not entirely unfamiliar.
316150020,I'll be sure to incorporate it into one of your lessons.
316150030,"Never lose that inquisitive spirit, my apprentice."
316800000,What's the meaning of this?
316801000,How unfortunate.
316801010,That we should part ways in this manner...
316802000,Ngh!
316803000,"Why, you. Are you mad?"
316804000,My death would only be temporary.
316804010,Your savagery achieves nothing.
316805000,Agh!
316806000,"Why, you. Are you mad?"
316806010,"Another moment of this, and no amount of grovelling will spare you."
316807000,"You sadden me, my apprentice."
316808000,"Ahh, how can this be..."
316808010,...every fallen child... must shine again...
316809000,"For a time, I believed us kindred spirits."
316809010,My apprentice...
316900000,
316900010,
316900020,
318001000,If it isn't Nerijus. The Bloody Finger.
318001010,"The end is nigh. For you, and your cessblood."
318010000,"Just joining the fray, Tarnished?"
318010010,"Well, you fought Nerijus and survived. That alone deserves commendation."
318010020,I am Yura. Hunter of Bloody Fingers.
318010030,Tarnished held in thrall by cessblood. Zealots who stalk their own.
318010040,"If you stay the path, you are certain to face more of them."
318010050,Just remember. No kinship with their ilk remains. Their madness precludes it.
318010060,Don't let your emotions stay your blade.
318010900,"Well, you fought Nerijus and made good your escape. Fortune favours you, it seems."
